TransactionID,Date,MobileModel,Brand,Price,UnitsSold,TotalRevenue,CustomerAge,CustomerGender,Location,PaymentMethod,Year,Month,Quarter,MonthName,CalculatedRevenue,AgeGroup,PriceRange,Cluster
740bd70e-8837-4f7f-8621-45d98a0788ea,2024-02-16,her,Jackson-Garza,761.48,45,34266.6,43,Female,Harrishaven,Debit Card,2024,2,1,Feb,34266.6,36-45,600-900,2
72122aaf-4049-4799-9c5e-56fa0bda637a,2024-07-02,admit,Neal-Francis,965.15,76,73351.4,53,Other,Brandonfort,Online,2024,7,3,Jul,73351.4,46-55,900-1200,0
41e73345-7161-4b86-9922-848a9ca80bf9,2024-06-05,action,Shaw-Farmer,1354.69,10,13546.900000000001,38,Male,Griffinland,Online,2024,6,2,Jun,13546.900000000001,36-45,> 1200,3
21c8f1ad-417b-46a8-8bec-ccfe5d9b18f9,2024-05-01,treatment,"Best, Ross and Smith",1025.05,97,99429.84999999999,31,Other,Joetown,Debit Card,2024,5,2,May,99429.84999999999,26-35,900-1200,0
f0e76c4a-2a03-4c2d-821c-114e2877fa0d,2024-07-13,have,Burton LLC,1071.99,22,23583.78,56,Female,Port Mikehaven,Cash,2024,7,3,Jul,23583.78,56-65,900-1200,2
a1dae876-8ee4-4d2e-ac91-35d2536426cf,2024-06-12,role,"Byrd, Thompson and Rhodes",1415.74,65,92023.1,35,Other,Sharonmouth,Debit Card,2024,6,2,Jun,92023.1,26-35,> 1200,0
5a907002-ba75-4125-879a-217705dd56fd,2024-04-30,themselves,Taylor-Hutchinson,307.58,11,3383.3799999999997,25,Male,Hendersonfort,Cash,2024,4,2,Apr,3383.3799999999997,18-25,300-600,1
01ba7cfd-dc66-4825-9d40-3575f752c1cc,2024-01-02,wait,"Graves, Turner and Crawford",678.72,60,40723.200000000004,59,Female,South Edward,Online,2024,1,1,Jan,40723.200000000004,56-65,600-900,2
e2b513d1-e3c2-4592-b59e-735b9c1fc2c1,2024-05-12,class,Villanueva-Ramirez,1092.94,54,59018.76,60,Female,Lake Corey,Online,2024,5,2,May,59018.76,56-65,900-1200,0
0e6b5315-5a90-4d0c-a4db-4b05d041c7e6,2024-02-27,wear,Miller-Price,182.24,71,12939.04,52,Female,Oconnellmouth,Cash,2024,2,1,Feb,12939.04,46-55,< 300,2
bba8307d-a14f-4411-a2b1-7691e9102fa7,2024-04-07,figure,Hood Inc,1431.15,54,77282.1,20,Male,North Richardville,Credit Card,2024,4,2,Apr,77282.1,18-25,> 1200,3
8dfb7ce2-660c-48db-b717-3590cc89f89a,2024-06-30,dinner,Miller-Harper,1019.82,56,57109.920000000006,32,Other,Shafferbury,Credit Card,2024,6,2,Jun,57109.920000000006,26-35,900-1200,3
daf241b5-33e3-44fb-addf-8c6038821655,2024-04-05,receive,Decker Ltd,1458.52,22,32087.44,27,Other,Nicholasfurt,Cash,2024,4,2,Apr,32087.44,26-35,> 1200,3
e59a8eb1-8448-4719-8502-2c97407d0ff9,2024-01-08,free,Nelson and Sons,1333.31,79,105331.48999999999,45,Female,East Brianstad,Online,2024,1,1,Jan,105331.48999999999,36-45,> 1200,0
4a18ec65-d781-4e34-b8e2-f7efb3303e04,2024-01-25,name,Mitchell Ltd,1481.04,4,5924.16,60,Male,Port Gabriellaburgh,Debit Card,2024,1,1,Jan,5924.16,56-65,> 1200,2
b9c9fb79-ae15-4b97-a439-12327ad25869,2024-02-02,responsibility,"Burch, Wilson and Yang",785.38,87,68328.06,63,Male,New Sophiatown,Online,2024,2,1,Feb,68328.06,56-65,600-900,2
6f0c7e6b-bafc-4b7f-aec1-931619bd777c,2024-06-28,myself,"Ross, Strickland and Johns",421.01,51,21471.51,27,Female,New Tammy,Online,2024,6,2,Jun,21471.51,26-35,300-600,1
531d046b-c78e-4775-92ef-f4f69901107b,2024-03-22,market,Oliver-Oconnell,537.32,43,23104.760000000002,42,Female,West Tabithafort,Cash,2024,3,1,Mar,23104.760000000002,36-45,300-600,2
ec9dcc53-48a9-4453-b551-932a13366e8e,2024-07-17,step,Ho-Porter,192.48,85,16360.8,33,Male,South Michael,Cash,2024,7,3,Jul,16360.8,26-35,< 300,1
ee1a4d2e-f425-4fae-8400-b4c76d7d0175,2024-03-26,cover,Fisher-Marshall,875.91,4,3503.64,27,Male,Briantown,Cash,2024,3,1,Mar,3503.64,26-35,600-900,1
9f67b954-d752-4010-af62-002229ccef88,2024-04-30,then,"Watson, Carter and Woodard",546.53,11,6011.83,38,Male,Stephensfurt,Credit Card,2024,4,2,Apr,6011.83,36-45,300-600,1
49dca0a1-70c4-4b2a-b8a3-b751f042cc97,2024-04-29,theory,"Walters, Bennett and Barrett",278.72,19,5295.68,33,Other,Griffithland,Online,2024,4,2,Apr,5295.68,26-35,< 300,1
d8d17b9e-24f3-4611-a4ea-23740ccee03a,2024-04-18,good,"Jacobs, Shepherd and Green",335.83,98,32911.34,55,Female,Leehaven,Cash,2024,4,2,Apr,32911.34,46-55,300-600,2
4bf65265-8b98-440f-a66e-efef35df43f9,2024-01-02,can,Smith-Walters,312.97,58,18152.260000000002,64,Male,West Rebekah,Debit Card,2024,1,1,Jan,18152.260000000002,56-65,300-600,2
98a6dabf-c1a1-4141-98d1-8dfbf4844b24,2024-06-04,trip,Walker PLC,411.89,35,14416.15,56,Other,West Gina,Debit Card,2024,6,2,Jun,14416.15,56-65,300-600,2
f697038c-e26d-43b8-beae-3824a4242583,2024-04-03,with,"Hill, Mann and Martinez",1070.05,62,66343.09999999999,21,Female,New Betty,Credit Card,2024,4,2,Apr,66343.09999999999,18-25,900-1200,3
8fdb323b-83af-4344-8d72-b57ec9589874,2024-04-01,forward,Brooks LLC,704.12,19,13378.28,59,Other,New Jennifer,Credit Card,2024,4,2,Apr,13378.28,56-65,600-900,2
df2a5e8b-374f-45b7-ae81-4df557858caf,2024-02-24,someone,Stewart Group,257.6,38,9788.800000000001,49,Female,West Jennifer,Credit Card,2024,2,1,Feb,9788.800000000001,46-55,< 300,2
44e48b6e-0499-4f77-b82f-cd9173e8f67a,2024-04-10,audience,Harris and Sons,287.36,89,25575.04,51,Female,Wrightstad,Cash,2024,4,2,Apr,25575.04,46-55,< 300,2
c05fa38b-ad5f-4e1f-bf87-b2f7f3ffc7db,2024-01-14,enjoy,"Smith, Bean and Gallagher",146.89,67,9841.63,43,Other,Jenniferberg,Online,2024,1,1,Jan,9841.63,36-45,< 300,1
a787145d-8945-4c75-869c-128f35e91a17,2024-06-28,meeting,White-Hood,1426.06,60,85563.59999999999,51,Male,West Anna,Online,2024,6,2,Jun,85563.59999999999,46-55,> 1200,0
59135d6f-d4bb-49ad-b12a-4d393d4ff380,2024-03-11,too,"Hammond, Fernandez and Davis",293.4,68,19951.199999999997,34,Male,Monicahaven,Credit Card,2024,3,1,Mar,19951.199999999997,26-35,< 300,1
4efa02dd-55bc-44bb-89f0-e0604ca95647,2024-07-11,others,"King, Carpenter and George",228.77,71,16242.67,40,Female,South Robert,Debit Card,2024,7,3,Jul,16242.67,36-45,< 300,1
5c8fe5d0-201e-42af-8ff3-4b063e6f2939,2024-07-11,place,"Wagner, Burton and Ashley",189.31,59,11169.29,56,Female,Jennifertown,Cash,2024,7,3,Jul,11169.29,56-65,< 300,2
87a77bc0-8fa3-4742-a85c-8d2a9cbf0c85,2024-02-07,party,Lee LLC,694.54,59,40977.86,26,Other,Reidport,Credit Card,2024,2,1,Feb,40977.86,26-35,600-900,3
af4bba74-aa00-436f-8764-1e1aab997041,2024-03-02,research,Sullivan Ltd,270.46,58,15686.679999999998,29,Female,Foxview,Online,2024,3,1,Mar,15686.679999999998,26-35,< 300,1
18eb14f3-3767-47a1-89c3-321be94156e3,2024-04-13,any,Snyder LLC,1182.99,6,7097.9400000000005,51,Other,Camposland,Online,2024,4,2,Apr,7097.9400000000005,46-55,900-1200,2
07fa81d5-6de5-480f-a74c-447d1dafd82b,2024-05-29,century,Webb-Davila,1289.42,14,18051.88,34,Male,Brightton,Credit Card,2024,5,2,May,18051.88,26-35,> 1200,3
258ebf2d-f876-4088-bf03-88d5474c54ab,2024-04-09,reality,Martin-Gardner,433.88,66,28636.079999999998,64,Female,North Jesse,Online,2024,4,2,Apr,28636.079999999998,56-65,300-600,2
c3c81cda-10de-404e-96d3-7e0dc906f373,2024-02-05,never,York Inc,680.7,34,23143.800000000003,23,Male,Fullermouth,Cash,2024,2,1,Feb,23143.800000000003,18-25,600-900,1
ce333627-a441-47b9-809c-526b7222bb7c,2024-02-12,herself,Lane Ltd,189.93,61,11585.73,57,Other,Port Rebeccamouth,Credit Card,2024,2,1,Feb,11585.73,56-65,< 300,2
f44ab7a8-2a18-4aa3-8661-cda9bd19f67d,2024-05-01,its,Chaney and Sons,965.16,78,75282.48,53,Female,West Sandra,Online,2024,5,2,May,75282.48,46-55,900-1200,0
027fc1ac-20db-4e5a-9d12-f258b96d1142,2024-03-23,low,Mack Group,1100.78,26,28620.28,56,Male,East Gregoryburgh,Credit Card,2024,3,1,Mar,28620.28,56-65,900-1200,2
a1650f89-14e5-4c61-89ee-1c5bdc39f805,2024-04-07,process,"Paul, Andersen and Carr",527.45,52,27427.4,46,Female,Jasonberg,Debit Card,2024,4,2,Apr,27427.4,46-55,300-600,2
297d71a3-ca70-481c-b163-0d645a3f623f,2024-07-07,child,"Smith, Miller and Cooper",903.7,89,80429.3,38,Male,New Brittanyfort,Online,2024,7,3,Jul,80429.3,36-45,900-1200,0
5dec83cf-16ce-41b2-b06a-be7ccce0710f,2024-02-18,yet,Adams LLC,1377.31,2,2754.62,64,Male,North Pamela,Online,2024,2,1,Feb,2754.62,56-65,> 1200,2
39b83ab9-ba07-4744-a3ec-180a86314e4a,2024-07-11,eat,Wright-Green,1357.33,33,44791.89,55,Other,New Maria,Debit Card,2024,7,3,Jul,44791.89,46-55,> 1200,0
9ec1aba1-0fdd-49d7-9fb6-2e3f32693ed4,2024-05-06,smile,"Peters, Hayes and Sanchez",1036.47,25,25911.75,45,Other,New Joel,Debit Card,2024,5,2,May,25911.75,36-45,900-1200,2
797876a4-bc06-44d0-8bac-d5123fb72501,2024-03-08,character,Hopkins-Mahoney,773.02,95,73436.9,36,Male,Lake Heathershire,Credit Card,2024,3,1,Mar,73436.9,36-45,600-900,3
5887426c-37bf-401e-b3fe-2b4fd005eb62,2024-03-30,necessary,Dean LLC,1292.49,15,19387.35,39,Female,West Brian,Credit Card,2024,3,1,Mar,19387.35,36-45,> 1200,3
8762735e-ec2b-4099-9ca1-b8d3fb475c01,2024-05-07,laugh,Shah PLC,1123.18,58,65144.44,59,Other,Lake Priscillahaven,Online,2024,5,2,May,65144.44,56-65,900-1200,0
a6db8dd1-5a25-4e41-9ee8-5e97b86b8444,2024-06-21,measure,Garcia Inc,288.55,79,22795.45,50,Other,East Jessefort,Cash,2024,6,2,Jun,22795.45,46-55,< 300,2
f53cd32e-b7a1-41e1-a810-758275daecca,2024-06-28,when,Ramos and Sons,261.06,77,20101.62,49,Other,Debrafurt,Cash,2024,6,2,Jun,20101.62,46-55,< 300,2
fcd6564d-adcc-4bb3-9e29-f84843d865df,2024-05-06,task,Gonzalez PLC,167.99,26,4367.74,48,Male,Jamesside,Online,2024,5,2,May,4367.74,46-55,< 300,2
7e2ce318-5380-452d-81ec-254a41d9ce67,2024-03-31,while,"Bonilla, Gordon and Petersen",1327.33,26,34510.58,39,Female,Hartfort,Credit Card,2024,3,1,Mar,34510.58,36-45,> 1200,3
869ca369-5389-41ee-84c0-7cf23f71dc63,2024-03-22,energy,Jones Inc,912.97,15,13694.550000000001,61,Female,Jesusshire,Credit Card,2024,3,1,Mar,13694.550000000001,56-65,900-1200,2
76ef1fee-74f4-44ef-aef1-4594ad7cf361,2024-06-14,detail,Bates and Sons,1467.95,52,76333.40000000001,54,Male,South William,Credit Card,2024,6,2,Jun,76333.40000000001,46-55,> 1200,0
496dc092-826e-4d95-9ede-2990ccd24530,2024-05-16,machine,Lee Ltd,388.88,19,7388.72,53,Other,New Jacobfort,Online,2024,5,2,May,7388.72,46-55,300-600,2
ee4e3ab6-7c6f-4119-819d-6ba71e0da773,2024-05-12,third,Miller-Robinson,1266.01,23,29118.23,51,Male,Theresaton,Debit Card,2024,5,2,May,29118.23,46-55,> 1200,2
41d46fa9-746c-4c6c-8da6-93a6417f2355,2024-02-01,appear,Ward Inc,1371.76,71,97394.96,47,Other,North David,Debit Card,2024,2,1,Feb,97394.96,46-55,> 1200,0
4af0e6cd-eaa7-49b8-bce0-3a00560c2f2c,2024-03-31,hit,Rice PLC,1028.67,22,22630.74,58,Other,Blackview,Debit Card,2024,3,1,Mar,22630.74,56-65,900-1200,2
5b7f9b73-4ccd-4e8e-85ee-17254aa07835,2024-06-08,paper,Mitchell-Barrett,1477.41,63,93076.83,62,Other,North Charles,Online,2024,6,2,Jun,93076.83,56-65,> 1200,0
b5119fd6-e0d7-44ee-8f87-44f91d42de3f,2024-05-23,law,Roach-Strong,1236.37,89,110036.93,43,Female,Victorview,Credit Card,2024,5,2,May,110036.93,36-45,> 1200,0
898a97fa-0c66-4e08-9693-e893a3f1ad58,2024-03-01,today,Ortiz-Kaiser,974.75,37,36065.75,60,Male,New Margaretfurt,Debit Card,2024,3,1,Mar,36065.75,56-65,900-1200,2
54397aec-2cd9-435d-b4a1-4d8bcdb84e63,2024-02-19,role,"Shah, Blackwell and Adams",1062.8,93,98840.4,42,Male,Lake Nathanchester,Cash,2024,2,1,Feb,98840.4,36-45,900-1200,0
6c45ed4f-5d05-457d-a22a-2892566e8984,2024-04-14,bar,Hoffman PLC,118.14,39,4607.46,22,Other,New Christophertown,Online,2024,4,2,Apr,4607.46,18-25,< 300,1
d16ed785-9e71-4269-9d2a-93cf2c566552,2024-06-29,explain,Simpson and Sons,1422.58,33,46945.14,58,Other,Port Barbara,Credit Card,2024,6,2,Jun,46945.14,56-65,> 1200,0
b4de2bb0-6426-4ae0-bc2d-1d6bc309fb38,2024-03-30,Democrat,"Joseph, Santos and Nelson",365.41,75,27405.750000000004,19,Female,Port Rebeccaland,Online,2024,3,1,Mar,27405.750000000004,18-25,300-600,1
03d675d2-f4c7-4860-b159-f7df7142b87e,2024-07-07,special,Weaver Ltd,1418.24,99,131907.40625,42,Other,Port Ericstad,Credit Card,2024,7,3,Jul,140405.76,36-45,> 1200,0
aeed02b7-48d9-4ff1-9fef-b5de0db93513,2024-02-23,fear,Hunter PLC,1228.78,66,81099.48,58,Male,West Joannaborough,Cash,2024,2,1,Feb,81099.48,56-65,> 1200,0
9b4f4a39-8512-411a-8533-2b1d99cf4e64,2024-06-24,travel,"James, Garcia and Brown",1141.24,94,107276.56,28,Female,Bellview,Cash,2024,6,2,Jun,107276.56,26-35,900-1200,0
75dd08dd-3a5d-47eb-a0fc-859e0535cd32,2024-06-26,face,Anderson and Sons,1335.67,3,4007.01,38,Male,Port Justinmouth,Debit Card,2024,6,2,Jun,4007.01,36-45,> 1200,3
b759eaed-ab7a-42b8-ac39-73e4ac7781f3,2024-07-17,major,"Thompson, Chapman and Jones",479.23,78,37379.94,42,Female,Beckfurt,Online,2024,7,3,Jul,37379.94,36-45,300-600,2
233dfd88-f3be-42be-b464-0ed920bc2194,2024-02-02,floor,Smith Ltd,254.4,17,4324.8,46,Female,Moodyshire,Cash,2024,2,1,Feb,4324.8,46-55,< 300,1
691e8f83-2779-414b-b837-f04615dde8b0,2024-07-09,choice,"Rowland, Monroe and Owen",481.26,93,44757.18,45,Female,New Hannah,Cash,2024,7,3,Jul,44757.18,36-45,300-600,2
8d757a3c-6ffc-4b44-97aa-de01f6bc3b56,2024-06-06,bar,Jordan-Williams,1409.49,81,114168.69,40,Other,Alberttown,Credit Card,2024,6,2,Jun,114168.69,36-45,> 1200,0
6074e662-4645-4773-9118-bdab62d10120,2024-04-23,over,"Johnson, Rogers and Daugherty",157.23,1,157.23,23,Other,Allenside,Debit Card,2024,4,2,Apr,157.23,18-25,< 300,1
58bebb33-c6cf-47e0-9ad7-156735a68caf,2024-07-04,drug,Alvarado-Carter,296.24,28,8294.720000000001,38,Female,Port Tonychester,Online,2024,7,3,Jul,8294.720000000001,36-45,< 300,1
90906e18-e81f-4c58-96d8-a2612e8493cf,2024-01-20,matter,Robinson-King,1439.55,46,66219.3,22,Other,West Briantown,Cash,2024,1,1,Jan,66219.3,18-25,> 1200,3
3a59ca6b-4f80-443f-9925-c6471b119fc5,2024-02-10,produce,"Hahn, Hamilton and Johnson",1187.15,20,23743.0,40,Other,Mooreside,Debit Card,2024,2,1,Feb,23743.0,36-45,900-1200,3
80fecc89-f65c-4c3c-ac77-4ae004ffaa25,2024-06-20,worry,Bryant-Miller,273.35,32,8747.2,37,Other,North Justin,Online,2024,6,2,Jun,8747.2,36-45,< 300,1
1fff1cf1-98ab-4759-8b33-9d77b299df9e,2024-01-25,bed,"Bishop, Rodriguez and Bell",950.36,33,31361.88,45,Female,Staceyfort,Online,2024,1,1,Jan,31361.88,36-45,900-1200,2
1e1366c5-2dce-4830-ab58-a950ec3dd16b,2024-01-28,service,"Rojas, Kelly and Scott",903.82,16,14461.12,31,Male,South Daniel,Cash,2024,1,1,Jan,14461.12,26-35,900-1200,3
069f9a99-d916-4ee4-9f82-d46f0ad207c4,2024-02-25,fast,"Williams, King and Hayes",1207.94,70,84555.8,27,Other,Lake Madisonview,Credit Card,2024,2,1,Feb,84555.8,26-35,> 1200,3
eb38ce0c-47d1-417f-9855-641aa5f4ee6f,2024-05-17,through,Black and Sons,219.93,66,14515.380000000001,62,Other,New Johnchester,Debit Card,2024,5,2,May,14515.380000000001,56-65,< 300,2
e0511291-5e6b-4e9e-bcc8-f4440e672b9c,2024-03-20,quality,Matthews Ltd,862.18,56,48282.079999999994,32,Female,Khanmouth,Debit Card,2024,3,1,Mar,48282.079999999994,26-35,600-900,3
afd5f391-c2d3-42cd-9a9a-0d6eca22199f,2024-06-20,two,"Carlson, Brennan and Robinson",803.5,25,20087.5,34,Other,Port Susan,Online,2024,6,2,Jun,20087.5,26-35,600-900,3
fd677e01-2fe0-41dc-8125-28ac13e93ea1,2024-05-01,population,Jones-Wilson,949.75,49,46537.75,46,Female,East Cherylfurt,Credit Card,2024,5,2,May,46537.75,46-55,900-1200,2
698ba3d2-6344-40bc-b5af-2eb5255aabff,2024-04-09,room,"Stewart, Gutierrez and Avila",1115.61,50,55780.49999999999,25,Male,Fuentesstad,Debit Card,2024,4,2,Apr,55780.49999999999,18-25,900-1200,3
f6fce23b-3313-491a-9b9f-6c5b6e3619f9,2024-03-24,source,"Turner, Vega and Green",900.04,54,48602.159999999996,20,Other,West Thomas,Credit Card,2024,3,1,Mar,48602.159999999996,18-25,900-1200,3
21c0adf5-427e-45fc-96db-82287c6522e1,2024-07-08,appear,Perez LLC,907.24,62,56248.88,45,Male,New Randall,Credit Card,2024,7,3,Jul,56248.88,36-45,900-1200,0
7a3b5007-625c-444e-85b4-e4f747162966,2024-01-27,decade,Herrera LLC,352.6,76,26797.600000000002,25,Other,Harrismouth,Credit Card,2024,1,1,Jan,26797.600000000002,18-25,300-600,1
270eb8a0-d199-4342-9e33-5c456f79e2cc,2024-07-09,none,"Castro, Briggs and Gilmore",897.86,19,17059.34,30,Other,Clarkfurt,Credit Card,2024,7,3,Jul,17059.34,26-35,600-900,3
d1e7a1d9-3a9b-4e50-846a-6566572b5079,2024-07-14,think,Peterson Inc,1007.3,15,15109.5,50,Male,Schroederland,Debit Card,2024,7,3,Jul,15109.5,46-55,900-1200,2
c326068c-3351-4062-bf05-e67818db5371,2024-03-07,force,Harmon Group,757.33,96,72703.68000000001,44,Other,Brianborough,Cash,2024,3,1,Mar,72703.68000000001,36-45,600-900,0
421d315d-d454-485a-9881-e9801611071b,2024-02-16,wrong,"Thompson, Johnson and Wong",923.2,33,30465.600000000002,43,Female,Bakerside,Online,2024,2,1,Feb,30465.600000000002,36-45,900-1200,2
d1545137-dcd3-4766-af7c-4c6c2e941ccc,2024-01-01,career,Collins PLC,823.68,25,20592.0,37,Female,Nicholsville,Credit Card,2024,1,1,Jan,20592.0,36-45,600-900,3
da1a3e79-cbc6-4313-bb83-2a45e1b9ec28,2024-07-17,practice,Gilbert Inc,1330.5,43,57211.5,49,Female,Port Nicolas,Cash,2024,7,3,Jul,57211.5,46-55,> 1200,0
656af0a4-6f81-4f21-9371-3558566fa26b,2024-06-12,simply,"Hull, Terrell and Buchanan",1318.54,40,52741.6,56,Other,Watkinshaven,Debit Card,2024,6,2,Jun,52741.6,56-65,> 1200,0
2f4f5e71-2ec7-4658-8968-d902d5a8dbf9,2024-03-13,international,Mccullough-Powell,1474.17,14,20638.38,39,Female,Maryfort,Online,2024,3,1,Mar,20638.38,36-45,> 1200,3
f1501b05-2741-47b9-8fef-3bb5fd227f3c,2024-04-10,few,Hawkins PLC,992.42,71,70461.81999999999,61,Other,Lake Maryview,Credit Card,2024,4,2,Apr,70461.81999999999,56-65,900-1200,0
a0ede31b-9fa8-4b83-a66d-a5f23308f97a,2024-01-16,series,Burnett Inc,1040.94,9,9368.460000000001,39,Female,East Danielview,Debit Card,2024,1,1,Jan,9368.460000000001,36-45,900-1200,3
35dea481-98a2-48ef-a7c8-4e253b10424d,2024-03-21,traditional,Clark LLC,626.57,28,17543.960000000003,35,Female,Ochoamouth,Cash,2024,3,1,Mar,17543.960000000003,26-35,600-900,1
6c0c9ff0-9c9d-4090-8aad-aae53c70a2e6,2024-05-20,show,Bernard Ltd,259.15,47,12180.05,27,Male,Danielport,Credit Card,2024,5,2,May,12180.05,26-35,< 300,1
2caec01b-6e79-421c-b260-cc638113098a,2024-04-19,show,Morrison-Andersen,1034.38,93,96197.34000000001,51,Female,New Sherribury,Credit Card,2024,4,2,Apr,96197.34000000001,46-55,900-1200,0
098cee59-d162-415d-a0e6-74b73a2bfd95,2024-01-14,require,Gilbert Inc,613.96,45,27628.2,18,Male,Hopkinston,Credit Card,2024,1,1,Jan,27628.2,,600-900,1
2f03a125-88dd-47e0-8a0f-995b3dade3b4,2024-04-10,be,Fitzpatrick-Miller,1337.3,35,46805.5,22,Male,Nathanview,Credit Card,2024,4,2,Apr,46805.5,18-25,> 1200,3
b76f68ce-6896-45cf-96c0-9812490fe828,2024-06-01,huge,Morton and Sons,359.23,59,21194.57,63,Other,Teresaton,Online,2024,6,2,Jun,21194.57,56-65,300-600,2
64f4886c-21d2-40be-ba50-fd8db0dcc05b,2024-06-03,center,Brown PLC,589.57,49,28888.930000000004,64,Male,Lake Colleenstad,Credit Card,2024,6,2,Jun,28888.930000000004,56-65,300-600,2
dd1c5b32-beef-446d-8b02-2478707683c2,2024-03-10,bank,Porter-Mcgee,701.08,13,9114.04,49,Male,Lake Russell,Credit Card,2024,3,1,Mar,9114.04,46-55,600-900,2
474c5755-50a8-4bee-9af3-e8df247d3769,2024-05-25,large,Smith-Stevens,121.62,9,1094.58,26,Male,East Rachelchester,Online,2024,5,2,May,1094.58,26-35,< 300,1
5c5b6e7d-4a0c-42b5-b36c-eb914ae09e95,2024-03-20,surface,"Williamson, Fuller and Ward",1178.86,29,34186.939999999995,53,Other,South John,Credit Card,2024,3,1,Mar,34186.939999999995,46-55,900-1200,2
406c1369-ea5c-46ac-aa46-83632e535d16,2024-01-10,figure,Rice-Osborne,1447.8,5,7239.0,33,Other,South Gregorymouth,Credit Card,2024,1,1,Jan,7239.0,26-35,> 1200,3
dcf407ec-4623-4a00-8660-235e1036d476,2024-05-08,which,"Camacho, Fox and Smith",1423.78,51,72612.78,35,Female,North Logan,Online,2024,5,2,May,72612.78,26-35,> 1200,0
8201d6e3-4f18-4911-9b28-c50627fd1640,2024-02-11,test,Walker-White,1444.64,89,128572.96,51,Female,East Kenneth,Cash,2024,2,1,Feb,128572.96,46-55,> 1200,0
71e5519b-ebcd-4ae6-8c37-165aa0b2e39e,2024-01-14,me,Lane Group,824.69,62,51130.780000000006,36,Female,Veronicaport,Cash,2024,1,1,Jan,51130.780000000006,36-45,600-900,3
149c4028-afae-4eb0-b03e-dd6b4dccce9a,2024-03-23,field,"Williams, Coffey and Garcia",912.6,21,19164.600000000002,56,Male,West Michael,Credit Card,2024,3,1,Mar,19164.600000000002,56-65,900-1200,2
dbeab94d-354b-4eda-b916-3248ed4a649c,2024-06-13,material,Martinez-Torres,958.86,2,1917.72,45,Male,Castrohaven,Cash,2024,6,2,Jun,1917.72,36-45,900-1200,2
4a38758a-4bdd-4c44-a177-f80ad22feb33,2024-07-12,light,Watson-Dougherty,938.75,66,61957.5,62,Other,North Ruthborough,Credit Card,2024,7,3,Jul,61957.5,56-65,900-1200,0
96d4f89c-5b22-4bc3-a153-b82ab110f4b4,2024-06-25,candidate,"Campbell, Shelton and Walker",1412.91,49,69232.59000000001,29,Other,Luistown,Debit Card,2024,6,2,Jun,69232.59000000001,26-35,> 1200,3
